,OBJECTID_1,OBJECTID,PLOT,Exposure,SITE,GPS,GPS_ID,water_depth,SCH_p,SCH_D,TYP_P,TYP_D,ORG_DEP,LATITUDE,LONGITUDE,Slope,tot_Slope,avg_slope,Fetch_projected,REI_projected,lake_huron,NLCD,Euc_d,Cost_d,cost_sug,Cost_avg,water_depth1,F2013_NCMP_MI_Huron_46084b2c_BareEarth_1mGrid,new_slope,be_stmarys_01,be_stmarys_02_1_,be_stmarys_03,be_stmarys_04,be_stmarys_05,be_stmarys_06,be_stmarys_078,slope_rise_run,slope_riseRun1,slope_rise_run_1,slope_riseRun1_1,small_cost,cost_small,Field,slope_USE,Field1,inside1_small_backwards,F1,site_id,crew_name,date,year,transect_num,point_num,bottom_vis,substrate_type,org_depth_cm,
196,196,198,13,Unexposed,WPEN,Green,109,65,0,0,0,0,0,46.22095797,-84.14594396,1,-0.46429,-0.43333,1974.072998,7707.409668,13,11,1127.978149,25847.82617,880799.625,1559875,176.6000061,-0.0043333,0.660421014,NA,NA,NA,NA,NA,NA,NA,NA,0.26391229,NA,0.26391229,139.3964996,4.686911583,NA,0.26391229,NA,,,,,,,,,,,,6.636868
197,197,199,12,Unexposed,WPEN,Green,110,75,0,0,0,0,0,46.22095596,-84.14605896,0.5,-0.46429,-0.43333,1867.33606,7181.37793,13,11,1127.978149,25847.82617,887228.875,1559875,176.6499939,-0.0043333,0.660421014,NA,NA,NA,NA,NA,NA,NA,NA,0.776780307,NA,0.776780307,139.3964996,4.689072609,NA,0.776780307,NA,,,,,,,,,,,,6.345983028
198,198,200,11,Unexposed,WPEN,Green,111,80,0,0,0,0,0,46.22095998,-84.14617999,0.9,-0.46429,-0.43333,1867.33606,7181.37793,13,95,1127.978149,37888.31641,894536.5,1559875,176.6300049,-0.0043333,0.660421014,NA,NA,NA,NA,NA,NA,NA,NA,0.776780307,NA,0.776780307,139.4019775,4.689072609,NA,0.776780307,NA,,,,,,,,,,,,6.297397614
199,199,201,10,Unexposed,WPEN,Green,112,89,1,9,0,0,0,46.22095504,-84.14631402,-2.4,-0.46429,-0.43333,1867.33606,7181.37793,13,95,1127.978149,42088.94922,902888.0625,1559875,176.5399933,-0.0043333,0.660421014,NA,NA,NA,NA,NA,NA,NA,NA,0.776780307,NA,0.776780307,139.4082031,4.691734791,NA,0.776780307,NA,,,,,,,,,,,,26.54693031
200,200,202,9,Unexposed,WPEN,Green,113,65,1,18,0,0,0,46.22095797,-84.146439,-1.9,-0.46429,-0.43333,1802.791016,6853.937012,13,95,1127.978149,53695.22656,902888.0625,1559875,176.6799927,-0.0043333,0.660077989,NA,NA,NA,NA,NA,NA,NA,NA,0.776229858,NA,0.776229858,139.4150391,4.694815636,NA,0.776229858,NA,,,,,,,,,,,,5.231591702
201,201,203,8,Unexposed,WPEN,Green,114,46,0,0,0,0,0,46.22096803,-84.14658098,-1.6,-0.46429,-0.43333,1802.791016,6853.937012,13,95,1127.978149,69921.23438,912166.6875,1559875,176.8999939,-0.0043333,0.511232018,NA,NA,NA,NA,NA,NA,NA,NA,0.776229858,NA,0.776229858,139.4150391,6.364868164,NA,0.776229858,NA,,,,,,,,,,,,5.222992897
202,202,204,7,Unexposed,WPEN,Green,115,30,0,0,0,0,0,46.220992,-84.14670504,-0.8,-0.46429,-0.43333,1802.791016,6853.937012,15,95,1033.890747,50217.19531,1085204.375,1559875,176.9100037,-0.0043333,0.511232018,NA,NA,NA,NA,NA,NA,NA,NA,0.560976803,NA,0.560976803,151.9676208,12.64326286,NA,0.560976803,NA,,,,,,,,,,,,5.811059952
203,203,205,6,Unexposed,WPEN,Green,116,22,0,0,0,0,0,46.22101103,-84.14682096,-0.1,-0.46429,-0.43333,1676.454956,6328.801758,15,95,1033.890747,38125.27344,1414484.875,1559875,176.6699982,-0.0043333,0.240171,NA,NA,NA,NA,NA,NA,NA,NA,0.560976803,NA,0.560976803,168.9224091,12.64326286,NA,0.560976803,NA,,,,,,,,,,,,5.782339573
204,204,206,5,Unexposed,WPEN,Green,117,21,0,0,0,0,4,46.22102302,-84.14695197,-0.1,-0.46429,-0.43333,1676.454956,6328.801758,23,90,1033.890747,24239.13086,1900008.25,1559875,176.7100067,-0.0043333,0.240171,NA,NA,NA,NA,NA,NA,NA,NA,0.244898304,NA,0.244898304,180.8828125,18.92165565,NA,0.244898304,NA,,,,,,,,,,,,5.76935339
205,205,207,4,Unexposed,WPEN,Green,118,20,0,0,0,0,6,46.22102997,-84.14707996,-0.1,-0.46429,-0.43333,1676.454956,6328.801758,23,90,1033.890747,24239.13086,2068333.75,1559875,176.7700043,-0.0043333,0.240171,NA,NA,NA,NA,NA,NA,NA,NA,0.244898304,NA,0.244898304,192.9790802,25.20005035,NA,0.244898304,NA,,,,,,,,,,,,5.760649681
206,206,208,3,Unexposed,WPEN,Green,119,19,0,0,0,0,8,46.22104598,-84.14719798,0.2,-0.46429,-0.43333,1676.454956,6328.801758,23,90,1033.890747,9811.384766,2726428.5,1559875,176.8200073,-0.0043333,0.435930014,NA,NA,NA,NA,NA,NA,NA,NA,0.244898304,NA,0.244898304,192.9790802,31.50026703,NA,0.244898304,NA,,,,,,,,,,,,44.79855728
207,207,209,2,Unexposed,WPEN,Green,120,21,0,0,0,0,5,46.22106501,-84.14732798,-2.1,-0.46429,-0.43333,1676.454956,6328.801758,23,90,1033.890747,9811.384766,3537853.5,1559875,176.6100006,-0.0043333,0.30784601,NA,NA,NA,NA,NA,NA,NA,NA,0.465818346,NA,0.465818346,205.1698914,37.59770966,NA,0.465818346,NA,,,,,,,,,,,,30.53466988
208,208,210,1,Unexposed,WPEN,Green,121,0,0,0,0,0,8,46.22091103,-84.14736603,0,-0.464285714,-0.43333,1676.454956,6328.801758,23,90,1033.890747,967.8207397,3534523,1559875,176.6100006,-0.0043333,0.30784601,NA,NA,NA,NA,NA,NA,NA,NA,0.317954034,NA,0.317954034,202.177948,39.02126694,NA,0.317954034,NA,,,,,,,,,,,,17.73783875
209,209,211,1,Unexposed,WPES,Gray,49,0,0,0,0,0,17,46.220804,-84.14739897,0,-0.435714286,-0.406666667,1560.324951,5888.140137,23,90,1033.890747,967.8207397,3851023.5,1682124.7,176.6300049,-0.004066667,0.30784601,NA,NA,NA,NA,NA,NA,NA,NA,0.317954034,NA,0.317954034,205.1698914,40.970047,NA,0.317954034,NA,,,,,,,,,,,,5.425405979
210,210,212,2,Unexposed,WPES,Gray,50,20,0,0,0,0,7,46.220775,-84.14730501,-2,-0.43571,-0.40667,1560.324951,5888.140137,23,90,1033.890747,1292.996826,3851023.5,1682125,176.6000061,-0.0040667,0.142655998,NA,NA,NA,NA,NA,NA,NA,NA,0.317954034,NA,0.317954034,209.5860748,35.00175476,NA,0.317954034,NA,,,,,,,,,,,,5.415664673
211,211,213,3,Unexposed,WPES,Gray,51,19,0,0,0,0,4,46.22075597,-84.14715699,0.1,-0.43571,-0.40667,1560.324951,5888.140137,23,90,1033.890747,1303.218262,3018967.75,1682125,176.5,-0.0040667,0.142655998,NA,NA,NA,NA,NA,NA,NA,NA,0.143632039,NA,0.143632039,197.8359833,29.09565353,NA,0.143632039,NA,,,,,,,,,,,,5.408759594
212,212,214,4,Unexposed,WPES,Gray,52,20,0,0,0,0,4,46.22073099,-84.147029,-0.1,-0.43571,-0.40667,1560.324951,5888.140137,23,90,1033.890747,1300.528687,2336716.75,1682125,176.7100067,-0.0040667,0.185609996,NA,NA,NA,NA,NA,NA,NA,NA,0.143632039,NA,0.143632039,186.2611084,29.09565353,NA,0.143632039,NA,,,,,,,,,,,,5.402678967
213,213,215,5,Unexposed,WPES,Gray,53,21,0,0,0,0,5,46.22070299,-84.14690604,-0.1,-0.43571,-0.40667,1560.324951,5888.140137,23,95,1033.890747,1282.881592,1802885.25,1682125,176.4100037,-0.0040667,0.539090991,NA,NA,NA,NA,NA,NA,NA,NA,0.187771708,NA,0.187771708,174.9191132,23.2718544,NA,0.187771708,NA,,,,,,,,,,,,5.407670021
214,214,216,6,Unexposed,WPES,Gray,54,23,0,0,0,0,5,46.22068699,-84.14677402,-0.2,-0.43571,-0.40667,1782.417969,6757.725586,23,95,1033.890747,1272.875854,1416493.875,1682125,176.2899933,-0.0040667,0.539090991,NA,NA,NA,NA,NA,NA,NA,NA,0.59819454,NA,0.59819454,174.9191132,21.07706261,NA,0.59819454,NA,,,,,,,,,,,,5.407670021
215,215,217,7,Unexposed,WPES,Gray,55,34,0,0,0,0,2,46.220676,-84.14664703,-1.1,-0.43571,-0.40667,1786.001953,6759.043457,23,95,1127.978149,1265.04895,1652021.25,1682125,176,-0.0040667,0.539090991,NA,NA,NA,NA,NA,NA,NA,NA,0.59819454,NA,0.59819454,166.0342102,15.87641621,NA,0.59819454,NA,,,,,,,,,,,,5.407670021
216,216,218,8,Unexposed,WPES,Gray,56,37,0,0,0,0,1,46.22066402,-84.14652399,-0.3,-0.43571,-0.40667,1786.001953,6759.043457,23,11,1127.978149,1265.04895,1284912.125,1682125,175.9499969,-0.0040667,0.520322978,NA,NA,NA,NA,NA,NA,NA,NA,0.59819454,NA,0.59819454,157.1493073,10.43831635,NA,0.59819454,NA,,,,,,,,,,,,52.29170609
217,217,219,9,Unexposed,WPES,Gray,57,67,0,0,0,0,2,46.22065396,-84.14638703,-3,-0.43571,-0.40667,1889.33606,7265.335938,23,11,1127.978149,1257.354004,1011492.875,1682125,175.6100006,-0.0040667,0.520322978,NA,NA,NA,NA,NA,NA,NA,NA,0.572991014,NA,0.572991014,148.2644196,10.43831635,NA,0.572991014,NA,,,,,,,,,,,,41.19089508
218,218,220,10,Unexposed,WPES,Gray,58,78,1,15,0,0,1,46.22062697,-84.14627697,-1.1,-0.43571,-0.40667,1889.33606,7265.335938,13,11,1127.978149,1249.802979,850702.0625,1682125,175.6600037,-0.0040667,0.520322978,NA,NA,NA,NA,NA,NA,NA,NA,0.572991014,NA,0.572991014,139.3685455,4.674965858,NA,0.572991014,NA,,,,,,,,,,,,28.63426399
219,219,221,11,Unexposed,WPES,Gray,59,68,1,47,0,0,0,46.22060099,-84.14615502,1,-0.43571,-0.40667,1889.33606,7265.335938,13,11,1127.978149,1242.408203,842345.1875,1682125,175.6900024,-0.0040667,0.605534017,NA,NA,NA,NA,NA,NA,NA,NA,0.572991014,NA,0.572991014,139.3685455,4.671770096,NA,0.572991014,NA,,,,,,,,,,,,16.18608284
220,220,222,12,Unexposed,WPES,Gray,60,64,1,5,0,0,0,46.22058196,-84.14601998,0.4,-0.43571,-0.40667,1990.602051,7762.151855,13,11,1127.978149,1235.183105,842345.1875,1682125,175.4299927,-0.0040667,0.605534017,NA,NA,NA,NA,NA,NA,NA,NA,0.692291439,NA,0.692291439,139.3621521,4.668907166,NA,0.692291439,NA,,,,,,,,,,,,18.17178917
221,221,223,13,Unexposed,WPES,Gray,61,60,0,0,0,0,0,46.22056101,-84.145879,0.4,-0.43571,-0.40667,1990.602051,7762.151855,13,11,1127.978149,1308.230347,834909.625,1682125,175.3999939,-0.0040667,0.605534017,NA,NA,NA,NA,NA,NA,NA,NA,0.692291439,NA,0.692291439,139.3564148,4.666396141,NA,0.692291439,NA,,,,,,,,,,,,6.58240509
222,222,224,14,Unexposed,WPES,Gray,62,61,0,0,0,0,0,46.22054701,-84.14574699,-0.1,-0.43571,-0.40667,1990.602051,7762.151855,13,11,1127.978149,1300.364746,828417.875,1682125,176.9499969,-0.0040667,0.509244025,NA,NA,NA,NA,NA,NA,NA,NA,0.692291439,NA,0.692291439,139.3513794,4.660473824,NA,0.692291439,NA,,,,,,,,,,,,19.09873772
223,223,225,15,Unexposed,WPES,Gray,63,61,0,0,0,0,0,46.22053301,-84.14562101,0,-0.43571,-0.40667,2083.810059,8228.698242,13,11,1127.978149,1292.620483,807613.6875,1682125,176.2799988,-0.0040667,0.509244025,NA,NA,NA,NA,NA,NA,NA,NA,0.558366597,NA,0.558366597,139.347168,4.65822506,NA,0.558366597,NA,,,,,,,,,,,,31.6554966
224,224,226,1,Exposed,SIWN,Gray,64,0,0,0,0,0,0,46.302458,-84.209401,0,-2.58,-2.345454545,799.0479736,3898.886719,2,11,438.6427307,1292.620483,851520.875,843497.3938,176.0399933,-0.023454545,0.544421971,NA,NA,NA,NA,NA,NA,NA,NA,0.605455935,NA,0.605455935,18.17387581,10.91563416,NA,0.605455935,NA,,,,,,,,,,,,38.26582336
225,225,227,2,Exposed,SIWN,Gray,65,42,0,0,0,0,0,46.302469,-84.209497,-8.4,-2.58,-2.34545,799.0479736,3898.886719,2,11,438.6427307,1295.113281,851520.875,843497.4,175.9100037,-0.0234545,0.544421971,NA,NA,NA,NA,NA,NA,NA,NA,0.605455935,NA,0.605455935,18.17387581,4.940400124,NA,0.605455935,NA,,,,,,,,,,,,14.83704853
226,226,228,3,Exposed,SIWN,Gray,66,25,0,0,0,0,0,46.302465,-84.20956,3.4,-2.58,-2.34545,799.0479736,3898.886719,13,11,438.6427307,1287.756226,851520.875,843497.4,175.6799927,-0.0234545,0.544421971,NA,NA,NA,NA,NA,NA,NA,NA,0.605455935,NA,0.605455935,9.293030739,4.940400124,NA,0.605455935,NA,,,,,,,,,,,,5.301493168
227,227,229,4,Exposed,SIWN,Gray,67,32,0,0,0,0,0,46.302489,-84.209605,-1.4,-2.58,-2.34545,819.8880005,3965.927979,13,11,438.6427307,1280.557251,840109.1875,843497.4,175.5299988,-0.0234545,0.711540997,NA,NA,NA,NA,NA,NA,NA,NA,0.86221087,NA,0.86221087,9.293030739,8.11992836,NA,0.86221087,NA,,,,,,,,,,,,5.293843269
228,228,230,5,Exposed,SIWN,Gray,68,36,0,0,0,0,0,46.302502,-84.209671,-0.8,-2.58,-2.34545,819.8880005,3965.927979,13,11,438.6427307,1273.527344,840109.1875,843497.4,175.4100037,-0.0234545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.293030739,2.706163883,NA,-2.58,NA,,,,,,,,,,,,8.61162281
229,229,231,6,Exposed,SIWN,Gray,69,45,0,0,0,0,0,46.302514,-84.209744,-1.8,-2.58,-2.34545,819.8880005,3965.927979,13,11,438.6427307,1310.404175,840109.1875,843497.4,175.1699982,-0.0234545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412189543,2.706163883,NA,-2.58,NA,,,,,,,,,,,,5.76163578
230,230,232,7,Exposed,SIWN,Gray,70,54,0,0,0,0,0,46.302517,-84.209804,-1.8,-2.58,-2.34545,819.8880005,3965.927979,13,11,438.6427307,1299.673218,830259.25,843497.4,177.1300049,-0.0234545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412189543,2.700031281,NA,-2.58,NA,,,,,,,,,,,,5.73434782
231,231,233,8,Exposed,SIWN,Gray,71,81,0,0,0,0,0,46.30253,-84.209874,-5.4,-2.58,-2.34545,819.8880005,3965.927979,13,11,438.6427307,1289.0448,830259.25,843497.4,176.6399994,-0.0234545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399928659,2.700031281,NA,-2.58,NA,,,,,,,,,,,,5.719829559
232,232,234,9,Exposed,SIWN,Gray,72,82,0,0,0,0,0,46.302537,-84.209939,-0.2,-2.58,-2.34545,819.8880005,3965.927979,13,11,438.6427307,1278.518555,830259.25,843497.4,176.5700073,-0.0234545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399928659,2.700031281,NA,-2.58,NA,,,,,,,,,,,,5.706660748
233,233,235,10,Exposed,SIWN,Gray,73,104,0,0,0,0,0,46.30254,-84.210003,-4.4,-2.58,-2.34545,828.8519897,3983.174316,13,11,438.6427307,1278.518555,869306,843497.4,176.5200043,-0.0234545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.387683779,2.693906784,NA,-2.58,NA,,,,,,,,,,,,36.96126556
234,234,236,11,Exposed,SIWN,Gray,74,129,0,0,0,0,0,46.302542,-84.21007,-5,-2.58,-2.34545,828.8519897,3983.174316,13,11,438.6427307,1268.098389,869306,843497.4,176.4700012,-0.0234545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.387683779,2.693906784,NA,-2.58,NA,,,,,,,,,,,,25.27957344
235,235,237,1,Exposed,SIWC,Gray,75,1,0,0,0,0,0,46.302222,-84.209818,0,-6,-4.8,821.4689941,3975.765625,13,11,438.6427307,1250.555176,858986.0625,844527.2188,176.2799988,-0.048,1.388599992,NA,NA,NA,NA,NA,NA,NA,NA,4.284404755,NA,4.284404755,0.407160491,2.696434259,NA,4.284404755,NA,,,,,,,,,,,,19.92889214
236,236,238,2,Exposed,SIWC,Gray,76,14,0,0,0,0,0,46.302235,-84.20988,-2.6,-6,-4.8,821.4689941,3975.765625,13,11,438.6427307,1240.195801,858986.0625,844527.2,176.1300049,-0.048,1.341500044,NA,NA,NA,NA,NA,NA,NA,NA,4.284404755,NA,4.284404755,0.394763768,2.696434259,NA,4.284404755,NA,,,,,,,,,,,,7.521594524
237,237,239,3,Exposed,SIWC,Gray,77,50,0,0,0,0,0,46.302235,-84.209944,-7.2,-6,-4.8,821.4689941,3975.765625,13,11,438.6427307,1229.957153,848827.125,844527.2,176.1000061,-0.048,1.341500044,NA,NA,NA,NA,NA,NA,NA,NA,4.284404755,NA,4.284404755,0.394763768,2.696434259,NA,4.284404755,NA,,,,,,,,,,,,5.388759136
238,238,240,4,Exposed,SIWC,Gray,78,94,0,0,0,0,0,46.302235,-84.210019,-8.8,-6,-4.8,826.5570068,3981.519531,13,11,438.6427307,1229.957153,848827.125,844527.2,175.9600067,-0.048,1.341500044,NA,NA,NA,NA,NA,NA,NA,NA,4.284404755,NA,4.284404755,0.382375926,2.69020915,NA,4.284404755,NA,,,,,,,,,,,,5.363818645
239,239,241,5,Exposed,SIWC,Gray,79,121,0,0,0,0,0,46.302229,-84.210075,-5.4,-6,-4.8,826.5570068,3981.519531,13,11,438.6427307,1229.738281,848827.125,844527.2,175.8999939,-0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382375926,2.69020915,NA,4.284404755,NA,,,,,,,,,,,,16.01456451
240,240,242,1,Exposed,SIWS,Gray,80,0,0,0,0,0,0,46.301911,-84.209843,0,-3.625,-3.222222222,832.8179932,3995.137939,13,11,438.6427307,1222.099731,838824.25,844527.2,175.9299927,-0.032222222,1.513679981,NA,NA,NA,NA,NA,NA,NA,NA,17.48821449,NA,17.48821449,0.402418554,2.694630146,NA,17.48821449,NA,,,,,,,,,,,,6.230195522
241,241,243,2,Exposed,SIWS,Gray,81,42,0,0,0,0,0,46.301908,-84.209925,-8.4,-3.625,-3.22222,832.8179932,3995.137939,13,11,438.6427307,1214.619629,838824.25,844527.2,175.7899933,-0.0322222,1.513679981,NA,NA,NA,NA,NA,NA,NA,NA,17.48821449,NA,17.48821449,0.389887571,2.694630146,NA,17.48821449,NA,,,,,,,,,,,,6.056749821
242,242,244,3,Exposed,SIWS,Gray,82,73,0,0,0,0,0,46.30192,-84.209998,-6.2,-3.625,-3.22222,850.2260132,4047.920166,13,11,438.6427307,1214.619629,837678.0625,844527.2,175.6199951,-0.0322222,1.513679981,NA,NA,NA,NA,NA,NA,NA,NA,17.48821449,NA,17.48821449,0.389887571,2.68835187,NA,17.48821449,NA,,,,,,,,,,,,27.31450653
243,243,245,4,Exposed,SIWS,Gray,83,106,0,0,0,0,0,46.301878,-84.210064,-6.6,-3.625,-3.22222,850.2260132,4047.920166,13,11,438.6427307,1207.312622,844350.9375,844527.2,175.6000061,-0.0322222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37735787,2.68835187,NA,-3.625,NA,,,,,,,,,,,,5.248225212
244,244,246,5,Exposed,SIWS,Gray,84,124,0,0,0,0,0,46.301851,-84.210083,-3.6,-3.625,-3.22222,850.2260132,4047.920166,13,11,438.6427307,1200.194458,844350.9375,844527.2,175.4400024,-0.0322222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376577467,2.68835187,NA,-3.625,NA,,,,,,,,,,,,8.738249779
245,245,247,6,Exposed,SIWS,Gray,85,135,0,0,0,0,0,46.301839,-84.210175,-2.2,-3.625,-3.22222,850.2260132,4047.920166,13,11,438.6427307,1193.281372,844350.9375,844527.2,175.5099945,-0.0322222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376577467,2.682073355,NA,-3.625,NA,,,,,,,,,,,,8.724915504
246,246,248,7,Exposed,SIWS,Gray,86,146,0,0,0,0,0,46.301834,-84.21026,-2.2,-3.625,-3.22222,850.2260132,4047.920166,13,11,438.6427307,1193.281372,844350.9375,844527.2,175.4600067,-0.0322222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364024907,2.682073355,NA,-3.625,NA,,,,,,,,,,,,8.724915504
247,247,249,8,Exposed,SIWS,Gray,87,145,0,0,0,0,0,46.301788,-84.210294,0.2,-3.625,-3.22222,850.2260132,4047.920166,13,11,438.6427307,808.7941284,833098.625,844527.2,175.4380067,-0.0322222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364024907,2.682475805,NA,-3.625,NA,,,,,,,,,,,,8.724915504
248,248,250,9,Exposed,SIWS,Gray,88,145,0,0,0,0,0,46.301741,-84.210336,0,-3.625,-3.22222,850.2260132,4047.920166,13,11,438.6427307,808.7941284,833098.625,844527.2,176.2400055,-0.0322222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36482957,2.676210403,NA,-3.625,NA,,,,,,,,,,,,8.724915504
249,249,251,1,Unexposed,SIES,Gray,89,24,0,0,1,33,0,46.301075,-84.205513,0,-1.0875,-0.966666667,850.2260132,4047.920166,15,95,731.071228,808.7941284,1357826.375,1355352.292,175.9400024,-0.009666667,0.068926103,NA,NA,NA,NA,NA,NA,NA,NA,0.069035448,NA,0.069035448,49.34908676,28.75598335,NA,0.069035448,NA,,,,,,,,,,,,5.773967743
250,250,252,2,Unexposed,SIES,Gray,90,37,0,0,1,22,0,46.300982,-84.205432,-1.3,-1.0875,-0.96667,850.2260132,4047.920166,15,95,731.071228,794.6863403,1357826.375,1355352,176,-0.0096667,0.138799995,NA,NA,NA,NA,NA,NA,NA,NA,0.139698207,NA,0.139698207,38.13575745,20.95752525,NA,0.139698207,NA,,,,,,,,,,,,36.96126556
251,251,253,3,Unexposed,SIES,Gray,91,29,0,0,1,25,20,46.300903,-84.205425,0.8,-1.0875,-0.96667,850.2260132,4047.920166,15,95,731.071228,794.6863403,1357826.375,1355352,175.9199982,-0.0096667,0.138799995,NA,NA,NA,NA,NA,NA,NA,NA,0.139698207,NA,0.139698207,34.76455688,18.25313187,NA,0.139698207,NA,,,,,,,,,,,,36.96126556
252,252,254,4,Unexposed,SIES,Gray,92,29,0,0,1,24,26,46.300848,-84.205331,0,-1.0875,-0.96667,317.6740112,1398.186279,15,11,731.071228,794.6863403,1357826.375,1355352,175.8200073,-0.0096667,0.281080008,NA,NA,NA,NA,NA,NA,NA,NA,0.288723618,NA,0.288723618,18.76833725,18.25313187,NA,0.288723618,NA,,,,,,,,,,,,25.27957344
253,253,255,5,Unexposed,SIES,Gray,93,53,0,0,0,0,1,46.300773,-84.205202,-2.4,-1.0875,-0.96667,317.6740112,1398.186279,15,11,731.071228,782.2901611,1360770.625,1355352,175.6499939,-0.0096667,0.281080008,NA,NA,NA,NA,NA,NA,NA,NA,0.288723618,NA,0.288723618,18.76833725,9.714370728,NA,0.288723618,NA,,,,,,,,,,,,5.42784214
254,254,256,6,Unexposed,SIES,Gray,94,79,0,0,0,0,21,46.30072,-84.205117,-2.6,-1.0875,-0.96667,566.7999878,2684.079102,13,11,877.2854614,782.2901611,1351093.875,1355352,175.5700073,-0.0096667,0.332628012,NA,NA,NA,NA,NA,NA,NA,NA,0.345463604,NA,0.345463604,1.016305447,5.251763344,NA,0.345463604,NA,,,,,,,,,,,,3.028179884
255,255,257,7,Unexposed,SIES,Gray,95,89,0,0,0,0,13,46.300645,-84.205032,-1,-1.0875,-0.96667,566.7999878,2684.079102,13,11,877.2854614,782.2901611,1341695.25,1355352,175.5599976,-0.0096667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01880765,3.037133455,NA,0.345463604,NA,,,,,,,,,,,,64.81034851
256,256,258,8,Unexposed,SIES,Gray,96,95,0,0,0,0,15,46.300576,-84.20494,-0.6,-1.0875,-0.96667,603.7990112,2845.250244,13,11,877.2854614,830.3494263,1332583.875,1355352,175.5299988,-0.0096667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00650692,3.038384914,NA,0.345463604,NA,,,,,,,,,,,,64.81034851
257,257,259,9,Unexposed,SIES,Gray,97,111,0,0,0,0,9,46.300529,-84.204851,-1.6,-1.0875,-0.96667,603.7990112,2845.250244,13,11,877.2854614,830.3494263,1380721.5,1355352,176.8600006,-0.0096667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.010513425,3.032232523,NA,0.345463604,NA,,,,,,,,,,,,55.88091278
258,258,260,10,Unexposed,SIEC,Gray,98,104,0,0,0,0,14,46.300803,-84.204733,-0.3,-0.93333,-0.25,435.3160095,1957.202148,13,11,877.2854614,817.9205322,1366701.625,1319630.694,176.1799927,-0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.034627914,3.052403688,NA,0.345463604,NA,,,,,,,,,,,,47.05236816
259,259,261,9,Unexposed,SIEC,Gray,99,101,0,0,0,0,11,46.300851,-84.204854,1.5,-0.93333,-0.25,435.3160095,1957.202148,13,11,877.2854614,817.9205322,1352939.125,1319631,175.9400024,-0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.046835542,3.050941706,NA,0.345463604,NA,,,,,,,,,,,,2.603610277
260,260,263,7,Unexposed,SIEC,Gray,101,67,0,0,0,0,13,46.300949,-84.205039,-3.2,-0.93333,-0.25,317.6740112,1398.186279,15,11,877.2854614,805.4993896,1339431.375,1319631,175.8300018,-0.0025,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288723618,NA,0.288723618,13.16452312,9.280721664,NA,0.288723618,NA,,,,,,,,,,,,2.559880257
261,261,264,6,Unexposed,SIEC,Gray,102,35,0,0,1,16,19,46.300994,-84.205137,0,-0.93333,-0.25,317.6740112,1398.186279,15,11,877.2854614,805.4993896,1339431.375,1319631,175.8000031,-0.0025,0.281080008,NA,NA,NA,NA,NA,NA,NA,NA,0.288723618,NA,0.288723618,13.60144138,15.29144192,NA,0.288723618,NA,,,,,,,,,,,,2.542696714
262,262,265,5,Unexposed,SIEC,Gray,103,35,0,0,1,37,15,46.301044,-84.205254,-0.3,-0.93333,-0.25,207.4380035,868.6532593,15,95,731.071228,793.0804443,1326182.125,1319631,175.7100067,-0.0025,0.281080008,NA,NA,NA,NA,NA,NA,NA,NA,0.134228334,NA,0.134228334,26.04434395,17.21677971,NA,0.134228334,NA,,,,,,,,,,,,2.542696714
263,263,266,4,Unexposed,SIEC,Gray,104,32,0,0,1,8,20,46.301076,-84.205344,0.6,-0.93333,-0.25,207.4380035,868.6532593,15,95,731.071228,793.0804443,1303951.375,1319631,175.6000061,-0.0025,0.133431002,NA,NA,NA,NA,NA,NA,NA,NA,0.134228334,NA,0.134228334,38.13575745,23.11341858,NA,0.134228334,NA,,,,,,,,,,,,235.3740082
264,264,267,3,Unexposed,SIEC,Gray,105,38,0,0,1,31,26,46.301125,-84.205438,-1.3,-0.93333,-0.25,207.4380035,868.6532593,15,95,731.071228,791.6419067,1291078.75,1319631,175.5500031,-0.0025,0.133431002,NA,NA,NA,NA,NA,NA,NA,NA,0.069035448,NA,0.069035448,42.35416031,23.11341858,NA,0.069035448,NA,,,,,,,,,,,,185.2936554
