,OBJECTID_1,OBJECTID,PLOT,Exposure,SITE,GPS,GPS_ID,water_depth,SCH_p,SCH_D,TYP_P,TYP_D,ORG_DEP,LATITUDE,LONGITUDE,Slope,tot_Slope,avg_slope,Fetch_projected,REI_projected,lake_huron,NLCD,Euc_d,Cost_d,cost_sug,Cost_avg,water_depth1,F2013_NCMP_MI_Huron_46084b2c_BareEarth_1mGrid,new_slope,be_stmarys_01,be_stmarys_02_1_,be_stmarys_03,be_stmarys_04,be_stmarys_05,be_stmarys_06,be_stmarys_078,slope_rise_run,slope_riseRun1,slope_rise_run_1,slope_riseRun1_1,small_cost,cost_small,Field,slope_USE,Field1,inside1_small_backwards,F1,site_id,crew_name,date,year,transect_num,point_num,bottom_vis,substrate_type,org_depth_cm,
61,61,62,6,Exposed,LIWS,Gray,157,107,0,0,0,0,0,46.093255,-84.006617,-4.4,-2.22222,-2,2003.753052,10076.83594,13,11,731.071228,43142.09766,313727.875,315132.4,175.8919983,-0.02,1.774129987,NA,NA,NA,NA,NA,NA,NA,NA,-4.849993706,NA,-4.849993706,0.850724757,2.919804573,NA,-4.849993706,NA,,,,,,,,,,,,4.809062481
62,62,63,7,Exposed,LIWS,Gray,158,93,0,0,0,0,0,46.093277,-84.006682,2.8,-2.22222,-2,2156.434082,10669.53613,13,11,731.071228,43142.09766,313727.875,315132.4,176.9003296,-0.02,1.774129987,NA,NA,NA,NA,NA,NA,NA,NA,-4.849993706,NA,-4.849993706,0.850724757,2.919804573,NA,-4.849993706,NA,,,,,,,,,,,,4.739248276
63,63,64,8,Exposed,LIWS,Gray,159,84,0,0,0,0,0,46.093297,-84.006732,1.8,-2.22222,-2,2156.434082,10669.53613,13,11,731.071228,31232.26953,304005.1563,315132.4,176.5019989,-0.02,1.774129987,NA,NA,NA,NA,NA,NA,NA,NA,1.37623477,NA,1.37623477,0.839327753,2.919804573,NA,1.37623477,NA,,,,,,,,,,,,4.699580669
64,64,65,9,Exposed,LIWS,Gray,160,81,0,0,0,0,0,46.093329,-84.006791,0.6,-2.22222,-2,2156.434082,10669.53613,13,11,731.071228,19526.62109,304005.1563,315132.4,176.302002,-0.02,0.94242698,NA,NA,NA,NA,NA,NA,NA,NA,1.37623477,NA,1.37623477,0.839327753,2.914118528,NA,1.37623477,NA,,,,,,,,,,,,4.971309185
65,65,66,10,Exposed,LIWS,Gray,161,101,0,0,0,0,0,46.093349,-84.006848,-4,-2.22222,-2,2156.434082,10669.53613,13,11,731.071228,10682.08691,302633.3438,315132.4,176.4819946,-0.02,0.94242698,NA,NA,NA,NA,NA,NA,NA,NA,1.37623477,NA,1.37623477,0.839327753,2.914118528,NA,1.37623477,NA,,,,,,,,,,,,4.947064877
66,66,67,1,Exposed,KPES,Gray,1,0,0,0,0,0,0,46.23592503,-84.18182999,-5.2,-2.38,-2.636363636,1668.728027,7557.156738,5,95,343.7043457,10682.08691,565710.9375,259061.1783,176.2053375,-0.026363636,1.629545331,NA,NA,NA,NA,NA,NA,NA,-0.021867247,NA,-0.021867247,NA,38.06993484,15.2629509,NA,-2.38,NA,,,,,,,,,,,,4.886679173
67,67,68,2,Exposed,KPES,Gray,2,26,0,0,0,0,0,46.23593702,-84.18177903,-5.2,-2.38,-2.63636,1386.911987,6180.929199,5,95,343.7043457,1763.172119,565710.9375,259061.2,176.0720062,-0.0263636,-12.35421276,NA,NA,NA,NA,NA,NA,NA,0.961335123,NA,0.961335123,NA,25.51735306,15.2629509,NA,-2.38,NA,,,,,,,,,,,,4.826629162
68,68,69,3,Exposed,KPES,Gray,3,42,0,0,0,0,0,46.23595596,-84.18171197,-3.2,-2.38,-2.63636,1386.911987,6180.929199,5,95,343.7043457,1672.588013,564482.1875,259061.2,175.9819946,-0.0263636,-2.121112823,NA,NA,NA,NA,NA,NA,NA,0.483069062,NA,0.483069062,NA,25.51735306,8.984558105,NA,-2.38,NA,,,,,,,,,,,,92.60186768
69,69,70,4,Exposed,KPES,Gray,4,65,0,0,0,0,0,46.23596803,-84.18165003,-4.6,-2.38,-2.63636,1386.911987,6180.929199,5,95,343.7043457,1573.964111,246910.7188,259061.2,175.9420013,-0.0263636,-6.858921528,NA,NA,NA,NA,NA,NA,NA,0.748511374,NA,0.748511374,NA,25.51735306,8.984558105,NA,-2.38,NA,,,,,,,,,,,,77.34571838
70,70,71,5,Exposed,KPES,Gray,5,61,0,0,0,0,0,46.23597901,-84.18159798,0.8,-2.38,-2.63636,1386.911987,6180.929199,5,95,343.7043457,1573.964111,246910.7188,259061.2,175.9334259,-0.0263636,-1.60858357,NA,NA,NA,NA,NA,NA,NA,-1.392555237,NA,-1.392555237,NA,12.96477127,8.984558105,NA,-2.38,NA,,,,,,,,,,,,64.79317474
71,71,72,6,Exposed,KPES,Gray,6,65,0,0,0,0,0,46.23599502,-84.18152598,-0.8,-2.38,-2.63636,1386.911987,6180.929199,5,95,343.7043457,1453.269287,246910.7188,259061.2,175.8919983,-0.0263636,-0.10556826,NA,NA,NA,NA,NA,NA,NA,0.356360614,NA,0.356360614,NA,12.96208096,2.706163883,NA,-2.38,NA,,,,,,,,,,,,52.23638916
72,72,73,7,Exposed,KPES,Gray,7,72,0,0,0,0,0,46.236006,-84.18146202,-1.4,-2.38,-2.63636,1386.911987,6180.929199,13,95,343.7043457,1435.592041,85584.02344,259061.2,175.9219971,-0.0263636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96208096,2.706163883,NA,-2.38,NA,,,,,,,,,,,,21.37192726
73,73,74,8,Exposed,KPES,Gray,8,90,0,0,0,0,0,46.23601497,-84.18139899,-3.6,-2.38,-2.63636,1755.577026,7934.778809,13,95,343.7043457,1438.10498,85584.02344,259061.2,175.9079971,-0.0263636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409499139,2.706163883,NA,-2.38,NA,,,,,,,,,,,,11.35616493
74,74,75,9,Exposed,KPES,Gray,9,116,0,0,0,0,0,46.23601899,-84.18133403,-5.2,-2.38,-2.63636,1755.577026,7934.778809,13,11,343.7043457,1441.15564,80622.89844,259061.2,175.8719971,-0.0263636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409499139,2.698649645,NA,-2.38,NA,,,,,,,,,,,,3.601826429
75,75,76,10,Exposed,KPES,Gray,10,117,0,0,0,0,0,46.23603299,-84.18127301,-0.2,-2.38,-2.63636,1755.577026,7934.778809,13,11,343.7043457,1441.15564,80622.89844,259061.2,175.8199971,-0.0263636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397166342,2.698649645,NA,-2.38,NA,,,,,,,,,,,,3.5960145
76,76,77,11,Exposed,KPES,Gray,11,119,0,0,0,0,0,46.236049,-84.18121702,-0.4,-2.38,-2.63636,1755.577026,7934.778809,13,11,343.7043457,25350.21289,80622.89844,259061.2,175.9069977,-0.0263636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397166342,2.69248724,NA,-2.38,NA,,,,,,,,,,,,53.05711746
77,77,78,1,Exposed,KPEC,Gray,12,0,0,0,0,0,0,46.236336,-84.18176503,0,-3.05,-2.711111111,1229.953979,5378.62207,5,95,343.7043457,12958.72168,531540.3125,234007.9045,176.9100037,-0.027111111,0.430994898,NA,NA,NA,NA,NA,NA,NA,0.347324967,NA,0.347324967,NA,24.99367142,15.23377895,NA,-3.05,NA,,,,,,,,,,,,8.219538689
78,78,79,2,Exposed,KPEC,Gray,13,43,0,0,0,0,0,46.23634497,-84.18171398,-8.6,-3.05,-2.71111,1229.953979,5378.62207,5,95,343.7043457,12958.72168,531540.3125,234007.9,177.0899963,-0.0271111,-1.577305555,NA,NA,NA,NA,NA,NA,NA,-0.136698499,NA,-0.136698499,NA,24.99367142,15.23377895,NA,-3.05,NA,,,,,,,,,,,,7.531638145
79,79,80,3,Exposed,KPEC,Gray,14,49,0,0,0,0,0,46.23635301,-84.18164399,-1.2,-3.05,-2.71111,1229.953979,5378.62207,6,95,343.7043457,459.0079651,242377.4688,234007.9,177.1699982,-0.0271111,9.117218971,NA,NA,NA,NA,NA,NA,NA,5.693857193,NA,5.693857193,NA,24.99367142,8.981004715,NA,-3.05,NA,,,,,,,,,,,,6.77375412
80,80,81,4,Exposed,KPEC,Gray,15,51,0,0,0,0,0,46.23636399,-84.18157702,-0.4,-3.05,-2.71111,1229.953979,5378.62207,6,95,343.7043457,9281.212891,242377.4688,234007.9,177.1579982,-0.0271111,1.520026803,NA,NA,NA,NA,NA,NA,NA,0.33453083,NA,0.33453083,NA,12.94913387,8.955802917,NA,-3.05,NA,,,,,,,,,,,,6.731683254
81,81,82,5,Exposed,KPEC,Gray,16,60,0,0,0,0,0,46.23637598,-84.18151299,-1.8,-3.05,-2.71111,1229.953979,5378.62207,6,95,343.7043457,9281.212891,242377.4688,234007.9,177.1539982,-0.0271111,NA,NA,NA,NA,NA,NA,NA,NA,0.135929406,NA,0.135929406,NA,12.94913387,2.701867819,NA,-3.05,NA,,,,,,,,,,,,6.703160286
82,82,83,6,Exposed,KPEC,Gray,17,66,0,0,0,0,0,46.23638101,-84.18144803,-1.2,-3.05,-2.71111,1229.953979,5378.62207,13,95,343.7043457,441.330719,82224.875,234007.9,177.1359982,-0.0271111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.94913387,2.701867819,NA,-3.05,NA,,,,,,,,,,,,8.798182487
83,83,84,7,Exposed,KPEC,Gray,18,80,0,0,0,0,0,46.23639702,-84.18139396,-2.8,-3.05,-2.71111,1683.219971,7614.142578,13,95,343.7043457,441.330719,81094.04688,234007.9,177.1239982,-0.0271111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403600246,2.701867819,NA,-3.05,NA,,,,,,,,,,,,60.22238541
84,84,85,8,Exposed,KPEC,Gray,19,110,0,0,0,0,0,46.23639903,-84.181329,-6,-3.05,-2.71111,1683.219971,7614.142578,13,95,343.7043457,431.3309937,76269.59375,234007.9,177.0959982,-0.0271111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403600246,2.695617199,NA,-3.05,NA,,,,,,,,,,,,26.34700012
85,85,86,9,Exposed,KPEC,Gray,20,122,0,0,0,0,0,46.23641403,-84.18126999,-2.4,-3.05,-2.71111,1453.865967,6496.171875,13,11,343.7043457,431.3309937,76269.59375,234007.9,177.0359982,-0.0271111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391103417,2.695617199,NA,-3.05,NA,,,,,,,,,,,,17.00048828
86,86,87,1,Exposed,KPEN,Green,20,0,0,0,0,0,0,46.23677102,-84.18172496,0,-2.925,-2.925,1050.965942,4553.262695,17,95,343.7043457,431.3309937,89189.77344,210875.2461,175.1000012,-0.02925,-3.530106306,NA,NA,NA,NA,NA,NA,NA,21.36812019,NA,21.36812019,NA,0.540496945,2.770339012,NA,-2.925,NA,,,,,,,,,,,,8.589019775
87,87,88,2,Exposed,KPEN,Green,21,68,0,0,0,0,0,46.23677102,-84.18165699,-13.6,-2.925,-2.925,1050.965942,4553.262695,17,95,343.7043457,421.3312988,89189.77344,210875.2,175.2360012,-0.02925,0.090108059,NA,NA,NA,NA,NA,NA,NA,-6.438040257,NA,-6.438040257,NA,0.540496945,2.707555056,NA,-2.925,NA,,,,,,,,,,,,8.589019775
88,88,89,3,Exposed,KPEN,Green,22,60,0,0,0,0,0,46.23677001,-84.18159102,1.6,-2.925,-2.925,1050.965942,4553.262695,13,95,343.7043457,18133.59375,82632.29688,210875.2,175.2200012,-0.02925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.540496945,2.707555056,NA,-2.925,NA,,,,,,,,,,,,5.487528324
89,89,90,4,Exposed,KPEN,Green,23,62,0,0,0,0,0,46.23678099,-84.18152397,-0.4,-2.925,-2.925,1050.965942,4553.262695,13,95,343.7043457,12527.74609,82632.29688,210875.2,176.9600067,-0.02925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416101813,2.707555056,NA,-2.925,NA,,,,,,,,,,,,5.487528324
90,90,91,5,Exposed,KPEN,Green,24,75,0,0,0,0,0,46.23680698,-84.18147502,-2.6,-2.925,-2.925,1050.965942,4553.262695,13,11,343.7043457,12527.74609,82632.29688,210875.2,176.8300018,-0.02925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416101813,2.701276779,NA,-2.925,NA,,,,,,,,,,,,65.66824341
91,91,92,6,Exposed,KPEN,Green,25,92,0,0,0,0,0,46.23681402,-84.18141701,-3.4,-2.925,-2.925,1050.965942,4553.262695,13,11,343.7043457,9283.712891,77758.89063,210875.2,176.8300018,-0.02925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403600246,2.701867819,NA,-2.925,NA,,,,,,,,,,,,50.06814575
92,92,93,7,Exposed,KPEN,Green,26,106,0,0,0,0,0,46.23682399,-84.18135096,-2.8,-2.925,-2.925,1318.545044,5842.562988,13,11,343.7043457,9283.712891,77758.89063,210875.2,176.5,-0.02925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.403600246,2.695617199,NA,-2.925,NA,,,,,,,,,,,,50.06814575
93,93,94,8,Exposed,KPEN,Green,27,117,0,0,0,0,0,46.23514996,-84.18799496,-2.2,-2.925,-2.925,2031.942993,10032.64941,2,11,953.2149658,443.8305969,1105207.75,210875.2,176.472,-0.02925,1.678811789,NA,NA,NA,NA,NA,NA,NA,-0.185388923,NA,-0.185388923,NA,424.1269531,18.32266426,NA,-2.925,NA,,,,,,,,,,,,21.14577103
94,94,95,1,Unexposed,KPWC,Green,30,0,0,0,1,13,18,46.23597398,-84.18735702,0,-0.833333333,-0.78125,1675.626953,8378.851563,15,95,765.664978,443.8305969,2164080.5,1290492.617,175.3379988,-0.0078125,4.508553982,NA,NA,NA,NA,NA,NA,NA,3.80257678,NA,3.80257678,NA,431.4718628,38.68854141,NA,-0.833333333,NA,,,,,,,,,,,,8.589019775
95,95,96,2,Unexposed,KPWC,Green,31,19,0,0,0,0,13,46.23594197,-84.18748199,-1.9,-0.833,-0.78125,1675.626953,8378.851563,15,11,765.664978,443.8305969,2164080.5,1290493,175.3189988,-0.0078125,-0.481550097,NA,NA,NA,NA,NA,NA,NA,1.731463909,NA,1.731463909,NA,431.4718628,32.41244507,NA,-0.833,NA,,,,,,,,,,,,8.589019775
96,96,97,3,Unexposed,KPWC,Green,32,32,0,0,0,0,8,46.23591003,-84.18760898,-1.3,-0.833,-0.78125,1675.626953,8378.851563,15,11,908.1114502,433.8308105,1674459.75,1290493,175.3059988,-0.0078125,-10.83740711,NA,NA,NA,NA,NA,NA,NA,4.511956692,NA,4.511956692,NA,440.7701111,26.08672333,NA,-0.833,NA,,,,,,,,,,,,8.589019775
97,97,98,4,Unexposed,KPWC,Green,33,45,0,0,0,0,8,46.235876,-84.18772398,-1.3,-0.833,-0.78125,1849.703979,9227.84375,15,11,908.1114502,433.8308105,1339081.75,1290493,175.2929988,-0.0078125,-0.590806484,NA,NA,NA,NA,NA,NA,NA,-2.089959383,NA,-2.089959383,NA,428.155365,26.08672333,NA,-0.833,NA,,,,,,,,,,,,8.589019775
98,98,99,5,Unexposed,KPWC,Green,34,55,0,0,0,0,5,46.23584004,-84.187843,-1,-0.833,-0.78125,1849.703979,9227.84375,15,11,908.1114502,423.8310547,1310594.375,1290493,175.2829988,-0.0078125,-0.290877014,NA,NA,NA,NA,NA,NA,NA,-1.450246811,NA,-1.450246811,NA,415.6115723,19.82311249,NA,-0.833,NA,,,,,,,,,,,,5.487528324
99,99,100,6,Unexposed,KPWC,Green,35,65,1,5,0,0,2,46.23581397,-84.18797099,-1,-0.833,-0.78125,1849.703979,9227.84375,17,11,908.1114502,416.3312073,1135712,1290493,175.2729988,-0.0078125,3.13295722,NA,NA,NA,NA,NA,NA,NA,2.888018131,NA,2.888018131,NA,415.6115723,13.5147171,NA,-0.833,NA,,,,,,,,,,,,5.487528324
100,100,101,7,Unexposed,KPWC,Green,36,72,1,7,0,0,0,46.23577701,-84.18809404,-0.7,-0.833,-0.78125,1969.972046,9773.269531,17,11,908.1114502,12956.04199,1127260,1290493,175.2799988,-0.0078125,1.082986116,NA,NA,NA,NA,NA,NA,NA,0.645863414,NA,0.645863414,NA,415.4469299,13.46182919,NA,-0.833,NA,,,,,,,,,,,,5.475037098
101,101,102,8,Unexposed,KPWC,Green,37,75,1,5,0,0,0,46.23574298,-84.18820702,-0.3,-0.833,-0.78125,2084.641113,10269.56836,17,11,953.2149658,423.8310547,1100882.75,1290493,176.9700012,-0.0078125,-1.926572204,NA,NA,NA,NA,NA,NA,NA,-2.18674469,NA,-2.18674469,NA,415.3291016,13.46182919,NA,-0.833,NA,,,,,,,,,,,,5.473692894
102,102,103,9,Unexposed,KPWC,Green,38,71,1,14,0,0,0,46.23570099,-84.18831901,0.4,-0.833,-0.78125,2084.641113,10269.56836,17,11,953.2149658,448.8304749,1100882.75,1290493,176.9670012,-0.0078125,1.467430711,NA,NA,NA,NA,NA,NA,NA,1.280404806,NA,1.280404806,NA,415.2106934,13.37930489,NA,-0.833,NA,,,,,,,,,,,,8.798182487
103,103,104,10,Unexposed,KPWC,Green,39,75,1,11,0,0,0,46.23566997,-84.188448,-0.4,-0.833,-0.78125,2084.641113,10269.56836,17,11,953.2149658,448.8304749,1099124.625,1290493,176.8399963,-0.0078125,1.282674551,NA,NA,NA,NA,NA,NA,NA,0.920716047,NA,0.920716047,NA,415.1893616,13.32457256,NA,-0.833,NA,,,,,,,,,,,,7.986693382
104,104,105,11,Unexposed,KPWC,Green,40,73,1,30,0,0,0,46.235631,-84.18855001,0.2,-0.833,-0.78125,2191.741943,10687.91992,13,11,953.2149658,448.8304749,1080245.125,1290493,176.9799957,-0.0078125,2.687545061,NA,NA,NA,NA,NA,NA,NA,1.314245582,NA,1.314245582,NA,415.0921936,13.32457256,NA,-0.833,NA,,,,,,,,,,,,7.986693382
105,105,106,12,Unexposed,KPWC,Green,41,83,1,2,0,0,0,46.23559001,-84.18868898,-1,-0.833,-0.78125,2191.741943,10687.91992,13,11,953.2149658,438.8306885,1083524.125,1290493,176.5899963,-0.0078125,-1.269841075,NA,NA,NA,NA,NA,NA,NA,66.30670166,NA,66.30670166,NA,415.0973511,13.26549149,NA,-0.833,NA,,,,,,,,,,,,44.17185593
106,106,107,13,Unexposed,KPWC,Green,42,89,1,2,0,0,0,46.235559,-84.18880298,-0.6,-0.833,-0.78125,2191.741943,10687.91992,13,11,953.2149658,438.8306885,1065537.125,1290493,176.5799963,-0.0078125,2.472234726,NA,NA,NA,NA,NA,NA,NA,1.081460476,NA,1.081460476,NA,415.0973511,13.26655579,NA,-0.833,NA,,,,,,,,,,,,19.50239372
107,107,108,14,Unexposed,KPWC,Green,43,80,1,9,0,0,0,46.23552798,-84.18892401,0.9,-0.833,-0.78125,2253.176025,10878.24805,13,11,953.2149658,438.8306885,1069814,1290493,176.5739963,-0.0078125,-1.168895245,NA,NA,NA,NA,NA,NA,NA,-2.855013847,NA,-2.855013847,NA,415.0924988,13.26795387,NA,-0.833,NA,,,,,,,,,,,,8.004728317
108,108,109,15,Unexposed,KPWC,Green,44,70,1,36,0,0,0,46.23549001,-84.18904798,1,-0.833,-0.78125,2288.554932,10985.42676,13,11,953.2149658,428.8309326,1074671.25,1290493,176.5829963,-0.0078125,0.021464719,NA,NA,NA,NA,NA,NA,NA,-14.86467171,NA,-14.86467171,NA,415.1016846,13.26183414,NA,-0.833,NA,,,,,,,,,,,,7.439706326
109,109,110,16,Unexposed,KPWC,Green,45,125,1,33,0,0,0,46.23533998,-84.18963899,-5.5,-0.833,-0.78125,2415.677002,11345.41406,13,11,1093.184204,428.8309326,1057931.25,1290493,176.5929963,-0.0078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.125885,13.26363182,NA,-0.833,NA,,,,,,,,,,,,16.65498543
110,110,112,1,Unexposed,KPWN,Green,62,0,0,0,1,18,33,46.215498,-84.14982604,0,-0.66,-0.61875,1833.968994,9167.748047,15,95,506.0083008,418.8311462,1110326.75,1393123.406,175.2730012,-0.0061875,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150039971,NA,0.150039971,18.41872406,7.54889679,NA,-0.66,NA,,,,,,,,,,,,6.727758408
111,111,113,2,Unexposed,KPWN,Green,61,25,0,0,0,0,10,46.23613399,-84.18728602,-2.5,-0.66,-0.61875,1833.968994,9167.748047,15,95,765.664978,418.8311462,1110326.75,1393123,175.2480012,-0.0061875,NA,NA,NA,NA,NA,NA,NA,NA,-0.140144154,NA,-0.140144154,NA,410.7218628,38.72613907,NA,-0.66,NA,,,,,,,,,,,,6.72791338
112,112,114,3,Unexposed,KPWN,Green,60,33,0,0,0,0,15,46.23611002,-84.18741602,-0.8,-0.66,-0.61875,1833.968994,9167.748047,15,95,765.664978,1012.052307,2877935.75,1393123,175.2400012,-0.0061875,0.53878361,NA,NA,NA,NA,NA,NA,NA,0.232140243,NA,0.232140243,NA,426.9035339,38.72613907,NA,-0.66,NA,,,,,,,,,,,,6.727131367
113,113,115,4,Unexposed,KPWN,Green,59,53,0,0,0,0,13,46.23608303,-84.18753698,-2,-0.66,-0.61875,1833.968994,9167.748047,15,95,765.664978,51342.47266,2226473,1393123,175.2200012,-0.0061875,1.0908041,NA,NA,NA,NA,NA,NA,NA,-2.137809992,NA,-2.137809992,NA,438.745697,32.44786072,NA,-0.66,NA,,,,,,,,,,,,6.715328217
114,114,116,5,Unexposed,KPWN,Green,58,65,0,0,0,0,10,46.23605596,-84.18765298,-1.2,-0.66,-0.61875,1833.968994,9167.748047,15,11,908.1114502,38842.75781,1702655.625,1393123,176.8200073,-0.0061875,-1.684659123,NA,NA,NA,NA,NA,NA,NA,-0.561132848,NA,-0.561132848,NA,428.2809753,26.13470459,NA,-0.66,NA,,,,,,,,,,,,25.19276047
115,115,117,6,Unexposed,KPWN,Green,57,66,1,18,0,0,10,46.23602796,-84.18777896,-0.1,-0.66,-0.61875,1833.968994,9167.748047,15,11,908.1114502,26343.04492,1702655.625,1393123,176.75,-0.0061875,0.423156023,NA,NA,NA,NA,NA,NA,NA,1.88199234,NA,1.88199234,NA,428.2809753,19.8564949,NA,-0.66,NA,,,,,,,,,,,,25.19276047
116,116,118,7,Unexposed,KPWN,Green,56,74,0,0,0,0,6,46.23599402,-84.18790301,-0.8,-0.66,-0.61875,1849.703979,9227.84375,17,11,908.1114502,26343.04492,1365005.875,1393123,176.6900024,-0.0061875,-0.31820035,NA,NA,NA,NA,NA,NA,NA,-24.33394241,NA,-24.33394241,NA,415.6662903,19.8564949,NA,-0.66,NA,,,,,,,,,,,,16.86800385
117,117,119,8,Unexposed,KPWN,Green,55,76,0,0,0,0,4,46.23595898,-84.18801701,-0.2,-0.66,-0.61875,1849.703979,9227.84375,17,11,908.1114502,19020.88086,1184270.875,1393123,176.6699982,-0.0061875,-6.785316944,NA,NA,NA,NA,NA,NA,NA,7.166815281,NA,7.166815281,NA,415.5533447,13.57818985,NA,-0.66,NA,,,,,,,,,,,,7.991336346
118,118,120,9,Unexposed,KPWN,Green,54,74,1,4,0,0,0,46.23592696,-84.18813997,0.2,-0.66,-0.61875,1969.972046,9773.269531,17,11,908.1114502,10173.40625,1150760.875,1393123,176.8500061,-0.0061875,-320.8540039,NA,NA,NA,NA,NA,NA,NA,-1.21658659,NA,-1.21658659,NA,415.5533447,13.49184418,NA,-0.66,NA,,,,,,,,,,,,5.791977882
119,119,121,10,Unexposed,KPWN,Green,53,75,1,28,0,0,3,46.23589301,-84.18826,-0.1,-0.66,-0.61875,1969.972046,9773.269531,17,11,908.1114502,1325.939941,1150760.875,1393123,176.6199951,-0.0061875,-1.17596972,NA,NA,NA,NA,NA,NA,NA,-12.15098095,NA,-12.15098095,NA,415.3794861,13.43669891,NA,-0.66,NA,,,,,,,,,,,,5.793101311
120,120,122,11,Unexposed,KPWN,Green,52,79,1,9,0,0,8,46.23586502,-84.18838296,-0.4,-0.66,-0.61875,1969.972046,9773.269531,17,11,908.1114502,1325.939941,1145176,1393123,176.5599976,-0.0061875,-9.925057411,NA,NA,NA,NA,NA,NA,NA,1.458001971,NA,1.458001971,NA,415.2644958,13.43669891,NA,-0.66,NA,,,,,,,,,,,,5.782238007
121,121,123,12,Unexposed,KPWN,Green,51,75,1,12,0,0,3,46.23583602,-84.18852302,0.4,-0.66,-0.61875,2123.278076,10416.56836,17,11,908.1114502,1319.365601,1119697.5,1393123,175.9600067,-0.0061875,1.976169467,NA,NA,NA,NA,NA,NA,NA,0.895819068,NA,0.895819068,NA,415.1664124,13.35013103,NA,-0.66,NA,,,,,,,,,,,,5.774813652
122,122,124,13,Unexposed,KPWN,Green,50,70,1,1,0,0,5,46.23580903,-84.18864498,0.5,-0.66,-0.61875,2123.278076,10416.56836,17,11,908.1114502,1313.623901,1118263,1393123,175.8699951,-0.0061875,0.901661575,NA,NA,NA,NA,NA,NA,NA,2.292308092,NA,2.292308092,NA,415.0744324,13.29278374,NA,-0.66,NA,,,,,,,,,,,,27.84174538
123,123,125,14,Unexposed,KPWN,Green,49,57,1,3,0,0,5,46.23578003,-84.18876702,1.3,-0.66,-0.61875,2123.278076,10416.56836,13,11,908.1114502,1308.509277,1118263,1393123,175.7899933,-0.0061875,3.325255394,NA,NA,NA,NA,NA,NA,NA,1.579749107,NA,1.579749107,NA,415.0744324,13.27903461,NA,-0.66,NA,,,,,,,,,,,,27.86306
124,124,126,15,Unexposed,KPWN,Green,48,85,1,12,0,0,0,46.23574398,-84.18888696,-2.8,-0.66,-0.61875,2253.176025,10878.24805,13,11,953.2149658,1292.088379,1101708,1393123,175.8500061,-0.0061875,7.14981842,NA,NA,NA,NA,NA,NA,NA,1.325565696,NA,1.325565696,NA,415.0684204,13.27275562,NA,-0.66,NA,,,,,,,,,,,,15.30627728
125,125,127,16,Unexposed,KPWN,Green,47,99,1,2,0,0,0,46.23572102,-84.18900096,-1.4,-0.66,-0.61875,2253.176025,10878.24805,13,11,953.2149658,1292.088379,1105695,1393123,175.9199982,-0.0061875,1.54099381,NA,NA,NA,NA,NA,NA,NA,1.462230682,NA,1.462230682,NA,415.0640259,13.27408981,NA,-0.66,NA,,,,,,,,,,,,5.736256123
126,126,128,1,Unexposed,KPWS,Gray,21,1,0,0,0,0,16,46.23562597,-84.18721201,0,-0.621428571,-0.446666667,1638.932007,8197.592773,15,95,814.1312866,10116.68848,1110326.75,1304540.063,175.9199982,-0.004466667,2.299367905,NA,NA,NA,NA,NA,NA,NA,-0.427766919,NA,-0.427766919,NA,435.4280396,41.42503357,NA,-0.621428571,NA,,,,,,,,,,,,5.729854107
127,127,129,2,Unexposed,KPWS,Gray,22,34,0,0,0,0,15,46.23561599,-84.18732902,-3.3,-0.62143,-0.44667,1638.932007,8197.592773,15,11,814.1312866,1313.18457,2257051.25,1304540,176.1499939,-0.0044667,-0.39695406,NA,NA,NA,NA,NA,NA,NA,-1.630770206,NA,-1.630770206,NA,435.4280396,35.43728638,NA,-0.62143,NA,,,,,,,,,,,,5.74089241
128,128,130,3,Unexposed,KPWS,Gray,23,40,0,0,0,0,14,46.23559001,-84.18744997,-0.6,-0.62143,-0.44667,1638.932007,8197.592773,15,11,814.1312866,1316.2323,2257051.25,1304540,176.1499939,-0.0044667,-1.000923991,NA,NA,NA,NA,NA,NA,NA,-0.944117725,NA,-0.944117725,NA,445.0871887,27.14929771,NA,-0.62143,NA,,,,,,,,,,,,5.734906673
